"name","rating","year","game_type","achievements","genre","price","24h_peak"
"Twilight Struggle",80," 2016","Single-player",31,"Simulation",9.99,91
"Twisty's Asylum Escapades",50," 2016","Single-player",14,"Action",4.99,201
"Two Digits",60," 2015","Single-player",13,"Casual",1.99,1
"Two Point Hospital",80," 2018","Single-player",34,"Indie",34.99,1181
"Two Worlds II HD",50," 2011","Single-player",61,"RPG",19.99,94
"Tyranny",80," 2016","Single-player",70,"Adventure",29.99,141
"Ultimate Arena",50," 2016","Online Multi-Player",1,"Action",17.99,3
"Ultimate Arena",80," 2016","Single-player",20,"Simulation",4.99,3
"Ultimate Chicken Horse",80," 2016","Online Multi-Player",31,"Action",14.99,401
"Ultimate Fishing Simulator",80," 2018","Single-player",75,"Casual",19.99,67
"Ultimate General: Civil War",80," 2017","Single-player",39,"Indie",29.99,577
"Ultra Savage",60," 2019","Single-player",50,"Adventure",2.99,6
"UltraGoodness",60," 2017","Single-player",22,"Action",5.99,1
"Under Zero",40," 2016","Single-player",5,"Action",3.99,0
"Unheard",80," 2019","Single-player",12,"Indie",6.99,257
"Urban Empire",40," 2017","Single-player",74,"Simulation",29.99,3
"VA-11 Hall-A: Cyberpunk Bartender Action",90," 2016","Single-player",34,"Adventure",14.99,184
"Vagante",80," 2018","Single-player",44,"Action",14.99,85
"Valdis Story: Abyssal City",80," 2013","Single-player",77,"Action",14.99,8
"Vampyr",60," 2018","Single-player",28,"Action",49.99,195
"Vanquish",80," 2017","Single-player",50,"Action",19.99,25
"Verdun",80," 2015","Online Multi-Player",58,"Action",19.99,157
"Vikings - Wolves of Midgard",50," 2017","Single-player",39,"Action",29.99,29
"Viscera Cleanup Detail",80," 2015","Single-player",85,"Indie",12.99,316
"VITATIO 2",50," 2017","Single-player",68,"Adventure",0.99,3
"Void Bastards",80," 2019","Single-player",24,"Action",29.99,38
"VVVVVV",90," 2010","Single-player",19,"Action",4.99,28
"War for the Overworld",80," 2015","Single-player",142,"Indie",29.99,94
"Warframe",80," 2013","Single-player",187,"Action",19.99,53161
"Wargame: European Escalation",60," 2012","Single-player",29,"Strategy",9.99,37
"Wargroove",60," 2019","Single-player",23,"Indie",19.99,72
"Warhammer 40,000: Dawn of War II",80," 2009","Single-player",73,"Strategy",19.99,255
"Warhammer 40,000: Dawn of War III",50," 2017","Single-player",84,"Action",39.99,149
"Warhammer 40,000: Gladius - Relics of War",60," 2018","Single-player",56,"Strategy",84.93,799
"Warhammer 40,000: Inquisitor - Martyr",50," 2018","Single-player",65,"Action",49.99,2117
"Warhammer 40,000: Mechanicus",80," 2018","Single-player",34,"Strategy",29.99,230
"Warhammer: Chaosbane",50," 2019","Single-player",43,"Action",49.99,46
"Warhammer: End Times - Vermintide",80," 2015","Single-player",108,"Action",29.99,120
"Warhammer: Vermintide 2",60," 2018","Single-player",26,"Action",29.99,14790
"Wasteland 2: Director's Cut",80," 2014","Single-player",46,"Adventure",29.99,145
"Way of the Samurai 4",60," 2015","Single-player",50,"Action",24.99,29
"We Are The Dwarves",60," 2016","Single-player",34,"Action",19.99,4
"We Happy Few",50," 2018","Single-player",60,"Action",59.99,149
"We Were Here Too",60," 2018","Online Multi-Player",20,"Adventure",9.99,63
"Weapon Shop Fantasy",80," 2017","Single-player",131,"Adventure",6.99,53
"Weedcraft Inc",60," 2019","Single-player",32,"Indie",19.99,31
"West of Loathing",90," 2017","Single-player",28,"Adventure",10.99,408
"Westboro",50," 2017","Single-player",17,"Action",3.99,22
"What's under your blanket !?",80," 2016","Single-player",14,"Simulation",0.99,1
"What's under your blanket 2 !?",60," 2017","Single-player",89,"Adventure",0.99,1
"What Remains of Edith Finch",90," 2017","Single-player",9,"Adventure",19.99,120
"Whispering Willows",80," 2014","Single-player",20,"Adventure",69.95,4
"Wild Island Quest",50," 2015","Single-player",10,"Adventure",1.99,2
"Windward",60," 2015","Single-player",31,"Action",9.99,33
"Wings of Prey",50," 2009","Single-player",45,"Simulation",9.99,10
"Wizard of Legend",80," 2018","Single-player",19,"Action",15.99,309
"Wolfenstein II: The New Colossus",50," 2017","Single-player",80,"Action",59.99,441
"Wolfenstein: The New Order",80," 2014","Single-player",50,"Action",19.99,402
"Won't You Be My Laser?",50," 2016","Single-player",25,"Casual",0.99,3
"Woodle Tree 2: Worlds",50," 2016","Single-player",10,"Action",3.99,1
"World of Goo",80," 2008","Single-player",8,"Indie",14.99,23
"World of Guns: Gun Disassembly",80," 2014","Single-player",42,"Free to Play",9.99,172
"Worms Clan Wars",60," 2013","Single-player",14,"Strategy",24.99,53
"Worms Reloaded",80," 2010","Single-player",61,"Strategy",19.99,72
"Worms Revolution",80," 2012","Single-player",34,"Strategy",14.99,138
"Worms W.M.D",60," 2016","Single-player",29,"Action",29.99,359
"WWE 2K16",50," 2016","Single-player",55,"Simulation",49.99,12
"WWE 2K17",50," 2017","Single-player",59,"Simulation",49.99,14
"WWE 2K18",50," 2017","Single-player",52,"Simulation",59.99,16
"WWE 2K19",50," 2018","Single-player",47,"Simulation",59.99,62
"X3: Albion Prelude",80," 2011","Single-player",33,"Action",9.99,93
"X3: Terran Conflict",80," 2008","Single-player",33,"Action",15.99,80
"X4: Foundations",50," 2018","Single-player",44,"Action",49.99,2840
"XCOM: Enemy Unknown",80," 2012","Single-player",85,"Strategy",29.99,1029
"Yakuza 0",80," 2018","Single-player",55,"Action",19.99,1263
"Yakuza Kiwami",80," 2019","Single-player",55,"Action",19.99,452
"Yakuza Kiwami 2",80," 2019","Single-player",59,"Action",29.99,420
"Yargis - Space Melee",50," 2015","Single-player",9,"Action",9.99,3
"Yet Another Zombie Defense HD",80," 2017","Single-player",27,"Action",3.99,139
"Yonder: The Cloud Catcher Chronicles",80," 2017","Single-player",38,"Adventure",24.99,16
"Yooka-Laylee",60," 2017","Single-player",35,"Action",39.99,28
"Youtubers Life",60," 2016","Single-player",54,"Indie",24.99,106
"Ys Origin",90," 2012","Single-player",46,"Action",19.99,20
"Yu-Gi-Oh! Legacy of the Duelist",80," 2016","Single-player",21,"Simulation",19.99,102
"Yuppie Psycho",80," 2019","Single-player",34,"Adventure",16.66,61
"Yury",50," 2014","Single-player",14,"Action",1.99,0
"Z",60," 2014","Single-player",25,"Action",6.99,15
"Zero Escape: The Nonary Games",80," 2017","Single-player",38,"Adventure",29.99,97
"Zero Escape: Zero Time Dilemma",80," 2016","Single-player",33,"Adventure",19.99,30
"Zero Gear",60," 2010","Single-player",45,"Action",4.99,1
"Zombie Army Trilogy",80," 2015","Single-player",68,"Action",44.99,191
"Zombie Killtime",60," 2015","Single-player",9,"Action",1.99,0
"ZombieCarz",50," 2016","Single-player",16,"Action",3.99,1
"Zup!",80," 2016","Single-player",118,"Casual",0.99,5
"Zup! Zero 2",80," 2018","Single-player",160,"Casual",0.99,5
